date,zinc_close,zinc_volume,zinc_inventory,aluminium_close,aluminium_volume,aluminium_inventory,usd_index,oil_price,aluminium_close_return,aluminium_close_lag1,aluminium_close_ret_lag1,aluminium_close_lag2,aluminium_close_ret_lag2,aluminium_close_lag3,aluminium_close_ret_lag3,aluminium_close_lag5,aluminium_close_ret_lag5,aluminium_close_lag10,aluminium_close_ret_lag10,aluminium_close_lag20,aluminium_close_ret_lag20,aluminium_close_ma5,aluminium_close_ma20,aluminium_close_vol20,gate_volatility,gate_hurst,gate_inventory_pressure
2019-03-25,2762.3950109553,9391,190999.52700952027,2397.4896204186866,8443,154678.6664475891,100.3917127909336,66.96657547579503,0.006322837470128961,2382.4259284882346,-0.007541451773793395,2400.529405229345,0.007394189661204642,2382.9097188228407,0.0030328932608121306,2356.971672113891,0.015173077096128473,2323.894844126374,-0.005223089525309366,2378.4272618176446,-0.006880532651606042,2387.811826746637,2359.7520834653933,0.008134944544613549,0.008134944544613549,0.6877171252780555,0.6685100367290018
2019-03-26,2754.3472386308504,15466,186745.87420631075,2383.671576044898,12569,157906.01167997206,100.223425813772,66.8489635370338,-0.00576354711032101,2397.4896204186866,0.006322837470128961,2382.4259284882346,-0.007541451773793395,2400.529405229345,0.007394189661204642,2375.7044607740777,0.007947820876177847,2295.170016691815,-0.012360639943395535,2385.645324199278,0.003034804762588106,2389.405249800801,2359.6533960576744,0.008224119600471902,0.008224119600471902,0.6771789113848364,-0.010397732541150617
2019-03-27,2686.149624058446,5525,191927.50846412996,2381.022291698087,19600,158288.16468502834,100.18993731077344,66.89094083064553,-0.0011114301036414531,2383.671576044898,-0.00576354711032101,2397.4896204186866,0.006322837470128961,2382.4259284882346,-0.007541451773793395,2382.9097188228407,0.0030328932608121306,2302.9948610523293,0.003409265676881157,2380.8444187544237,-0.0020124137465680203,2389.02776437585,2359.6622897048574,0.008215031561758481,0.008215031561758481,0.6566262272330439,0.23485361973449315
2019-03-28,2614.707027377848,10925,197707.2589951328,2396.700374530766,14311,160378.32592877786,100.20621261728394,66.64596829840886,0.0065846014492783045,2381.022291698087,-0.0011114301036414531,2383.671576044898,-0.00576354711032101,2397.4896204186866,0.006322837470128961,2400.529405229345,0.007394189661204642,2315.3776540918566,0.0053768218283687386,2398.30373781379,0.0073332465245672385,2388.2619582361344,2359.582121540706,0.008181668516086208,0.008181668516086208,0.6708936698725808,-0.24174924923762003
2019-03-29,2615.1525590544657,7191,198628.8150715535,2386.646301575892,13298,159645.4401583164,100.26483485041986,66.30191867375864,-0.004194964486056274,2396.700374530766,0.0065846014492783045,2381.022291698087,-0.0011114301036414531,2383.671576044898,-0.00576354711032101,2382.4259284882346,-0.007541451773793395,2321.7436763157043,0.002749453080622688,2384.218823986874,-0.0058728648939834205,2389.1060328536655,2359.703495420157,0.008126713358868491,0.008126713358868491,0.6692880047704226,0.11692382293820021
2019-04-01,2645.981050935339,18164,196414.83556375623,2361.3608867127346,9382,163022.98149481535,100.33595750839916,66.01985231108092,-0.010594537970063489,2386.646301575892,-0.004194964486056274,2396.700374530766,0.0065846014492783045,2381.022291698087,-0.0011114301036414531,2397.4896204186866,0.006322837470128961,2356.971672113891,0.015173077096128473,2399.122923867587,0.006251145964777827,2381.8802861124755,2357.8153935624146,0.008324278481335932,0.008324278481335932,0.6527699256394744,-0.6744039941963833
2019-04-02,2678.073409949676,16038,189562.14440441973,2389.20386502449,9311,160503.20793352395,100.41529223191914,65.82940836188948,0.011791072880230402,2361.3608867127346,-0.010594537970063489,2386.646301575892,-0.004194964486056274,2396.700374530766,0.0065846014492783045,2383.671576044898,-0.00576354711032101,2375.7044607740777,0.007947820876177847,2352.5748310433905,-0.019402129153581193,2382.986743908394,2359.6468452614695,0.007532123523631144,0.007532123523631144,0.6633776363447021,-0.27912162235264576
2019-04-03,2604.4734765986145,12329,195434.4613716728,2387.9154521450905,18128,162612.1329313983,100.38041972469428,65.4803662219518,-0.000539264521651095,2389.20386502449,0.011791072880230402,2361.3608867127346,-0.010594537970063489,2386.646301575892,-0.004194964486056274,2381.022291698087,-0.0011114301036414531,2382.9097188228407,0.0030328932608121306,2359.2450960323536,0.0028353040680983987,2384.3653759977947,2361.080363067106,0.007521914210288258,0.007521914210288258,0.6743216147045246,-1.029492304029291
2019-04-04,2539.6169464313275,11450,202227.9437590913,2413.6166719183543,19337,160356.5893401656,100.33418454542785,65.52898408967066,0.010763035914934216,2387.9154521450905,-0.000539264521651095,2389.20386502449,0.011791072880230402,2361.3608867127346,-0.010594537970063489,2396.700374530766,0.0065846014492783045,2400.529405229345,0.007394189661204642,2343.778170276636,-0.006555879158858469,2387.748635475312,2364.572288149192,0.007646859649982688,0.007646859649982688,0.692529705546567,-0.06209664156304809
2019-04-05,2672.7165290490943,5463,194390.81603052848,2424.738164398213,8505,158357.22916865666,100.41998213355356,65.74789879180578,0.004607812255050137,2413.6166719183543,0.010763035914934216,2387.9154521450905,-0.000539264521651095,2389.20386502449,0.011791072880230402,2386.646301575892,-0.004194964486056274,2382.4259284882346,-0.007541451773793395,2336.096485208378,-0.003277479569387509,2395.3670080397765,2369.004372108684,0.007590813170912378,0.007590813170912378,0.7145287359653116,0.24028983795964592
2019-04-08,2785.45841104909,17442,183632.78237476057,2465.4774080272896,18732,154752.06697920532,100.4008517010654,65.27176930156631,0.016801502210523234,2424.738164398213,0.004607812255050137,2413.6166719183543,0.010763035914934216,2387.9154521450905,-0.000539264521651095,2361.3608867127346,-0.010594537970063489,2397.4896204186866,0.006322837470128961,2323.894844126374,-0.005223089525309366,2416.1903123026873,2376.0835003037296,0.008085849916902652,0.008085849916902652,0.7254463909608633,1.0022630641094183
