date,zinc_close,zinc_volume,zinc_inventory,aluminium_close,aluminium_volume,aluminium_inventory,usd_index,oil_price,zinc_close_return,zinc_close_lag1,zinc_close_ret_lag1,zinc_close_lag2,zinc_close_ret_lag2,zinc_close_lag3,zinc_close_ret_lag3,zinc_close_lag5,zinc_close_ret_lag5,zinc_close_lag10,zinc_close_ret_lag10,zinc_close_lag20,zinc_close_ret_lag20,zinc_close_ma5,zinc_close_ma20,zinc_close_vol20,gate_volatility,gate_hurst,gate_inventory_pressure
2019-03-25,2762.3950109553,9391,190999.52700952027,2397.4896204186866,8443,154678.6664475891,100.3917127909336,66.96657547579503,-0.011132559034827794,2793.4937449847653,-0.013650637098418517,2832.154457693406,0.013724223344511621,2793.811563809209,0.06519744538707828,2790.68679097937,0.015647235994099118,2738.229858656595,-0.03635796579261574,2579.943826136792,-0.03927123081087747,2760.933153024407,2733.593389309318,0.02537775098164013,0.02537775098164013,0.53454883040547,-0.3066171710516601
2019-03-26,2754.3472386308504,15466,186745.87420631075,2383.671576044898,12569,157906.01167997206,100.223425813772,66.8489635370338,-0.00291333147233952,2762.3950109553,-0.011132559034827794,2793.4937449847653,-0.013650637098418517,2832.154457693406,0.013724223344511621,2622.8109876793555,-0.06015573078378311,2727.8730386374023,-0.003782304829687999,2640.816893589764,0.02359472591468137,2787.2404032147065,2739.269906561372,0.024974605656199758,0.024974605656199758,0.5380908715604499,0.1285389535790275
2019-03-27,2686.149624058446,5525,191927.50846412996,2381.022291698087,19600,158288.16468502834,100.18993731077344,66.89094083064553,-0.024759991629197953,2754.3472386308504,-0.00291333147233952,2762.3950109553,-0.011132559034827794,2793.4937449847653,-0.013650637098418517,2793.811563809209,0.06519744538707828,2718.911203002525,-0.003285283262066341,2638.106834703853,-0.0010262199141822803,2765.7080152645535,2741.6720460291017,0.025699473738260092,0.025699473738260092,0.5177398571310917,-0.5946745793071592
2019-03-28,2614.707027377848,10925,197707.2589951328,2396.700374530766,14311,160378.32592877786,100.20621261728394,66.64596829840886,-0.026596655689140936,2686.149624058446,-0.024759991629197953,2754.3472386308504,-0.00291333147233952,2762.3950109553,-0.011132559034827794,2832.154457693406,0.013724223344511621,2718.498484682666,-0.0001517954390725107,2666.36124486424,0.010710108396182028,2722.218529201442,2739.0893351547825,0.026320536607737463,0.026320536607737463,0.47076753105343283,-0.8009610401657581
2019-03-29,2615.1525590544657,7191,198628.8150715535,2386.646301575892,13298,159645.4401583164,100.26483485041986,66.30191867375864,0.00017039449236655457,2614.707027377848,-0.026596655689140936,2686.149624058446,-0.024759991629197953,2754.3472386308504,-0.00291333147233952,2793.4937449847653,-0.013650637098418517,2747.692990320493,0.010739202468687425,2664.039621533025,-0.0008707084742123339,2686.550292015382,2736.6449820308544,0.026321104417108374,0.026321104417108374,0.4471675908990227,-0.5113301291853404
2019-04-01,2645.981050935339,18164,196414.83556375623,2361.3608867127346,9382,163022.98149481535,100.33595750839916,66.01985231108092,0.011788410497940438,2615.1525590544657,0.00017039449236655457,2614.707027377848,-0.026596655689140936,2686.149624058446,-0.024759991629197953,2762.3950109553,-0.011132559034827794,2790.68679097937,0.015647235994099118,2731.6890981807123,0.0253935700133312,2663.26750001139,2732.3595796685854,0.02578437633053271,0.02578437633053271,0.43982618988822686,-0.21183290128539106
2019-04-02,2678.073409949676,16038,189562.14440441973,2389.20386502449,9311,160503.20793352395,100.41529223191914,65.82940836188948,0.012128718383297654,2645.981050935339,0.011788410497940438,2615.1525590544657,0.00017039449236655457,2614.707027377848,-0.026596655689140936,2754.3472386308504,-0.00291333147233952,2622.8109876793555,-0.06015573078378311,2731.2110596898337,-0.0001749974003985022,2648.012734275155,2729.702697181578,0.02595824616319041,0.02595824616319041,0.4315421882642571,0.43736936422727085
2019-04-03,2604.4734765986145,12329,195434.4613716728,2387.9154521450905,18128,162612.1329313983,100.38041972469428,65.4803662219518,-0.027482418173310763,2678.073409949676,0.012128718383297654,2645.981050935339,0.011788410497940438,2615.1525590544657,0.00017039449236655457,2686.149624058446,-0.024759991629197953,2793.811563809209,0.06519744538707828,2758.032481804817,0.009820340328450916,2631.6775047831884,2722.0247469212677,0.026499915254030528,0.026499915254030528,0.4368928764167352,-0.4533119892488023
2019-04-04,2539.6169464313275,11450,202227.9437590913,2413.6166719183543,19337,160356.5893401656,100.33418454542785,65.52898408967066,-0.024901973757854634,2604.4734765986145,-0.027482418173310763,2678.073409949676,0.012128718383297654,2645.981050935339,0.011788410497940438,2614.707027377848,-0.026596655689140936,2832.154457693406,0.013724223344511621,2753.509854346919,-0.0016398021008580121,2616.6594885938844,2711.3301015254883,0.026965334938328228,0.026965334938328228,0.44098286868555375,-0.7337488258689535
2019-04-05,2672.7165290490943,5463,194390.81603052848,2424.738164398213,8505,158357.22916865666,100.41998213355356,65.74789879180578,0.05240931424906359,2539.6169464313275,-0.024901973757854634,2604.4734765986145,-0.027482418173310763,2678.073409949676,0.012128718383297654,2615.1525590544657,0.00017039449236655457,2793.4937449847653,-0.013650637098418517,2841.542566072106,0.031971090129280455,2628.1722825928105,2702.8887996743374,0.02871823019279858,0.02871823019279858,0.4360389185335634,0.43857529303532117
2019-04-08,2785.45841104909,17442,183632.78237476057,2465.4774080272896,18732,154752.06697920532,100.4008517010654,65.27176930156631,0.042182506365576744,2672.7165290490943,0.05240931424906359,2539.6169464313275,-0.024901973757854634,2604.4734765986145,-0.027482418173310763,2645.981050935339,0.011788410497940438,2762.3950109553,-0.011132559034827794,2738.229858656595,-0.03635796579261574,2656.0677546155603,2705.2502272939623,0.02923423262424632,0.02923423262424632,0.37277939506485536,1.4214807054520946
2019-04-09,2793.8200711696904,16276,180930.97177027256,2405.3097646489746,19539,157911.93050040063,100.2732830687316,65.27930791493111,0.003001897313358537,2785.45841104909,0.042182506365576744,2672.7165290490943,0.05240931424906359,2539.6169464313275,-0.024901973757854634,2678.073409949676,0.012128718383297654,2754.3472386308504,-0.00291333147233952,2727.8730386374023,-0.003782304829687999,2679.217086859563,2708.5475789205766,0.029212012669893685,0.029212012669893685,0.3333114542180234,1.193301222978752
2019-04-10,2853.8569189108875,11300,174951.9927070822,2421.0462212126467,16531,154412.57847225192,100.15995434733124,65.21332717635121,0.02148916043690008,2793.8200711696904,0.003001897313358537,2785.45841104909,0.042182506365576744,2672.7165290490943,0.05240931424906359,2604.4734765986145,-0.027482418173310763,2686.149624058446,-0.024759991629197953,2718.911203002525,-0.003285283262066341,2729.0937753220182,2715.2948647159947,0.029517717874452985,0.029517717874452985,0.3117502786386117,1.6304604228608426
2019-04-11,2813.235481689876,15391,176285.9115175318,2330.146580989578,12126,163565.94749165446,100.0680091187311,65.31577978201226,-0.014233873097083571,2853.8569189108875,0.02148916043690008,2793.8200711696904,0.003001897313358537,2785.45841104909,0.042182506365576744,2539.6169464313275,-0.024901973757854634,2614.707027377848,-0.026596655689140936,2718.498484682666,-0.0001517954390725107,2783.8174823737277,2720.0317145663553,0.029759717558894068,0.029759717558894068,0.31022860284595694,1.0636261967543872
